Age,Gender,Marital_Status,Dependents,Education,Employment_Type,Employer_Category,Work_Experience_Yrs,City_Tier,Net_Monthly_Income,Monthly_Expenses,Existing_EMI,Debt_To_Income_Ratio,CIBIL_Score,Loan_Amount_Requested,Loan_Tenure_Months,Loan_Approved
52,Male,Married,2,Bachelor,Salaried,MNC,6,Tier 1,60748,30698,0,0.505,886,75000,24,1
26,Male,Divorced,2,Bachelor,Salaried,Private SME,3,Tier 1,70650,29407,4481,0.48,829,400000,48,1
44,Female,Married,3,Bachelor,Self-Employed,Self-Employed,11,Tier 3,85911,60277,4481,0.754,900,500000,48,1
26,Male,Single,1,High School,Self-Employed,Self-Employed,5,Tier 1,16722,5592,0,0.334,727,500000,36,1
47,Male,Married,3,High School,Salaried,Startup,0,Tier 2,35526,20926,4481,0.715,638,1000000,24,0
38,Male,Married,1,Bachelor,Self-Employed,Self-Employed,5,Tier 2,24554,8047,4481,0.51,610,400000,24,0
44,Female,Single,2,Bachelor,Salaried,Government,5,Tier 2,64196,46592,0,0.726,727,400000,60,1
57,Female,Divorced,3,Bachelor,Salaried,Startup,11,Tier 1,26048,15312,0,0.588,785,200000,60,1
44,Male,Married,0,Master,Salaried,Private SME,6,Tier 3,74238,35566,8198,0.59,708,150000,12,1
58,Male,Single,0,High School,Salaried,MNC,8,Tier 2,40132,19704,4481,0.603,543,150000,12,0
54,Female,Single,1,Bachelor,Salaried,MNC,5,Tier 2,38807,14525,0,0.374,749,75000,24,1
60,Female,Single,0,Bachelor,Self-Employed,Self-Employed,10,Tier 1,75034,34665,8198,0.571,777,150000,60,1
35,Male,Single,0,Master,Self-Employed,Self-Employed,11,Tier 3,80584,56949,0,0.707,653,400000,60,1
31,Male,Married,2,Bachelor,Self-Employed,Self-Employed,2,Tier 1,55938,37054,4481,0.743,757,75000,24,1
42,Female,Married,1,Bachelor,Salaried,MNC,3,Tier 2,41142,24589,4481,0.707,579,400000,12,0
44,Female,Divorced,1,Bachelor,Self-Employed,Self-Employed,5,Tier 2,51054,37550,0,0.735,620,750000,60,0
21,Female,Single,1,Bachelor,Salaried,Private SME,9,Tier 1,36830,20552,4481,0.68,742,1000000,48,0
38,Female,Married,0,Master,Salaried,Private SME,3,Tier 1,65789,24955,4481,0.447,785,100000,36,1
32,Male,Married,1,Bachelor,Self-Employed,Self-Employed,0,Tier 3,55235,34307,0,0.621,623,500000,12,0
48,Male,Married,2,Master,Self-Employed,Self-Employed,9,Tier 1,144259,81702,0,0.566,598,200000,48,0
60,Female,Single,0,Bachelor,Salaried,Government,2,Tier 2,53471,26545,4481,0.58,743,1000000,24,1
27,Female,Single,3,PhD,Salaried,MNC,4,Tier 2,65259,23894,8198,0.492,844,1000000,24,1
43,Female,Single,1,Bachelor,Salaried,Startup,4,Tier 1,29275,17709,0,0.605,720,1000000,36,0
41,Female,Divorced,3,Master,Salaried,MNC,0,Tier 1,91512,45740,0,0.5,846,150000,60,1
54,Male,Divorced,0,Bachelor,Salaried,MNC,1,Tier 1,34083,19099,8198,0.801,571,500000,48,0
31,Male,Divorced,2,Bachelor,Salaried,MNC,9,Tier 2,62611,27669,4481,0.513,857,1000000,60,1
42,Female,Married,2,Bachelor,Salaried,MNC,5,Tier 2,82662,30591,0,0.37,728,50000,48,1
55,Female,Single,2,Master,Salaried,Startup,9,Tier 3,94744,43767,0,0.462,719,400000,24,1
49,Female,Divorced,2,Bachelor,Salaried,MNC,12,Tier 2,36282,24796,0,0.683,637,750000,24,0
48,Female,Divorced,3,Bachelor,Salaried,MNC,0,Tier 3,59755,22217,0,0.372,780,400000,60,1
38,Female,Single,2,High School,Self-Employed,Self-Employed,4,Tier 1,56580,28972,4481,0.591,749,750000,60,0
34,Male,Single,2,PhD,Salaried,Private SME,5,Tier 2,98806,42874,0,0.434,709,400000,48,1
38,Male,Married,2,Bachelor,Salaried,Private SME,12,Tier 1,50898,37310,4481,0.821,800,75000,36,0
48,Male,Single,2,Bachelor,Salaried,MNC,1,Tier 1,72885,24642,8198,0.451,783,200000,24,1
44,Male,Single,1,PhD,Salaried,MNC,7,Tier 2,104130,42735,0,0.41,749,150000,48,1
28,Male,Divorced,0,Master,Salaried,MNC,11,Tier 3,77897,39127,4481,0.56,685,1000000,12,1
28,Male,Divorced,2,Bachelor,Salaried,Startup,9,Tier 1,68580,28205,8198,0.531,876,500000,60,1
24,Male,Single,1,Master,Self-Employed,Self-Employed,8,Tier 3,82094,50731,0,0.618,747,1000000,24,1
47,Male,Married,2,Bachelor,Salaried,Private SME,3,Tier 2,45796,21382,0,0.467,843,750000,36,1
56,Female,Married,0,High School,Self-Employed,Self-Employed,10,Tier 3,41248,26866,4481,0.76,612,750000,36,0
25,Male,Married,1,Master,Salaried,Startup,0,Tier 1,67266,36866,8198,0.67,707,100000,12,1
53,Male,Married,2,Master,Salaried,MNC,8,Tier 1,105359,51844,0,0.492,808,100000,60,1
54,Female,Married,1,Bachelor,Salaried,Government,0,Tier 3,49559,23005,4481,0.555,654,200000,60,1
50,Male,Married,1,High School,Self-Employed,Self-Employed,13,Tier 2,34735,13890,0,0.4,640,75000,48,0
28,Male,Divorced,0,Bachelor,Salaried,Private SME,1,Tier 2,71435,29549,4481,0.476,713,150000,12,1
59,Male,Single,1,Master,Salaried,MNC,4,Tier 2,67954,25779,8198,0.5,752,100000,36,1
46,Female,Single,2,PhD,Salaried,Private SME,12,Tier 3,91060,62219,0,0.683,804,300000,36,1
57,Male,Divorced,0,Bachelor,Self-Employed,Self-Employed,7,Tier 2,48173,26337,0,0.547,737,50000,12,1
54,Female,Single,2,Master,Self-Employed,Self-Employed,3,Tier 2,53137,27487,0,0.517,694,200000,12,1
27,Male,Married,1,Bachelor,Salaried,Government,6,Tier 2,49042,21824,0,0.445,569,150000,36,0
60,Male,Single,3,Master,Self-Employed,Self-Employed,7,Tier 3,57678,30718,8198,0.675,742,50000,12,1
48,Male,Married,0,High School,Salaried,Government,7,Tier 1,76927,53629,0,0.697,634,150000,12,1
59,Male,Married,0,Bachelor,Salaried,Private SME,5,Tier 2,49468,33897,0,0.685,643,400000,60,0
59,Female,Single,1,Bachelor,Self-Employed,Self-Employed,4,Tier 2,45476,25902,8198,0.75,703,100000,12,1
48,Female,Divorced,1,Master,Self-Employed,Self-Employed,8,Tier 1,97656,52585,0,0.538,716,200000,36,1
34,Female,Single,0,Bachelor,Salaried,Government,4,Tier 2,71288,28629,0,0.402,741,500000,24,1
58,Male,Married,2,Bachelor,Salaried,Startup,1,Tier 1,36870,22557,0,0.612,768,100000,36,1
24,Male,Married,1,Master,Salaried,Startup,4,Tier 1,80450,55027,8198,0.786,705,100000,60,1
38,Female,Single,1,Bachelor,Self-Employed,Self-Employed,5,Tier 3,49713,21752,0,0.438,516,500000,12,0
45,Male,Married,1,Bachelor,Salaried,Private SME,7,Tier 1,60703,30108,0,0.496,804,100000,36,1
27,Male,Single,2,Bachelor,Self-Employed,Self-Employed,6,Tier 2,49691,17293,4481,0.438,669,75000,48,1
58,Male,Married,0,Master,Salaried,Government,0,Tier 1,18553,12730,4481,0.928,655,75000,24,0
48,Male,Married,0,Bachelor,Salaried,Private SME,7,Tier 2,65992,22699,4481,0.412,721,500000,36,1
25,Female,Single,0,High School,Salaried,MNC,5,Tier 1,44811,27646,0,0.617,702,300000,12,1
23,Female,Married,2,Bachelor,Salaried,MNC,3,Tier 2,30325,11649,8198,0.654,660,1000000,60,0
51,Female,Married,2,PhD,Salaried,Government,9,Tier 3,119855,75525,4481,0.668,659,100000,24,1
40,Male,Divorced,1,High School,Self-Employed,Self-Employed,3,Tier 1,52442,30899,0,0.589,585,1000000,48,0
39,Male,Single,0,Bachelor,Salaried,Private SME,13,Tier 1,79012,48250,0,0.611,880,1000000,48,1
31,Male,Married,0,Bachelor,Salaried,Startup,12,Tier 2,24026,14081,4481,0.773,873,50000,12,1
60,Male,Single,2,High School,Self-Employed,Self-Employed,10,Tier 1,50320,24078,0,0.478,647,300000,48,1
23,Male,Married,0,Bachelor,Salaried,Startup,3,Tier 2,38097,22061,0,0.579,763,750000,24,1
43,Female,Single,2,PhD,Salaried,Startup,8,Tier 1,48882,19826,0,0.406,756,300000,48,1
27,Female,Married,0,High School,Self-Employed,Self-Employed,7,Tier 2,31303,13249,0,0.423,731,50000,12,1
43,Male,Single,0,Master,Self-Employed,Self-Employed,3,Tier 3,68082,22420,0,0.329,817,300000,48,1
27,Female,Married,0,Master,Salaried,Startup,10,Tier 2,60398,34775,4481,0.65,714,750000,60,0
54,Female,Married,2,Bachelor,Self-Employed,Self-Employed,5,Tier 2,78722,53401,0,0.678,709,300000,24,1
39,Male,Married,2,Bachelor,Salaried,Government,0,Tier 1,34286,16124,0,0.47,840,100000,12,1
29,Female,Married,3,Master,Self-Employed,Self-Employed,11,Tier 3,100506,39589,0,0.394,712,75000,12,1
38,Male,Married,1,Master,Salaried,Government,12,Tier 2,62646,42020,0,0.671,666,500000,60,1
61,Male,Married,0,High School,Salaried,Government,5,Tier 3,39819,23487,4481,0.702,561,75000,12,0
45,Male,Married,1,Bachelor,Salaried,Private SME,8,Tier 1,49443,34713,0,0.702,576,400000,36,0
34,Female,Divorced,1,Bachelor,Salaried,Government,7,Tier 3,38841,11761,8198,0.514,717,100000,12,1
45,Male,Married,1,Bachelor,Salaried,Private SME,4,Tier 2,38381,18442,0,0.48,689,200000,48,1
39,Male,Married,1,Bachelor,Self-Employed,Self-Employed,16,Tier 1,28783,20304,0,0.705,618,100000,12,0
59,Male,Single,0,PhD,Self-Employed,Self-Employed,3,Tier 3,43200,26089,0,0.604,573,100000,24,0
35,Male,Married,0,Bachelor,Self-Employed,Self-Employed,6,Tier 1,51541,26336,0,0.511,563,400000,12,0
36,Female,Single,2,Master,Salaried,Startup,1,Tier 2,111324,54164,8198,0.56,563,400000,24,0
47,Female,Married,1,Master,Self-Employed,Self-Employed,9,Tier 3,44060,30966,0,0.703,564,400000,60,0
60,Male,Married,2,High School,Self-Employed,Self-Employed,8,Tier 1,40960,27619,0,0.674,836,150000,36,1
30,Male,Divorced,1,Master,Salaried,MNC,9,Tier 1,70237,21460,4481,0.369,616,500000,48,1
24,Male,Single,2,Bachelor,Salaried,MNC,1,Tier 2,80841,28657,0,0.354,691,750000,36,1
39,Male,Single,1,Bachelor,Salaried,Government,7,Tier 2,64511,34225,0,0.531,779,50000,36,1
48,Male,Married,0,Bachelor,Salaried,Startup,7,Tier 3,42000,14766,0,0.352,898,400000,60,1
41,Male,Married,3,Bachelor,Self-Employed,Self-Employed,0,Tier 3,31204,13219,4481,0.567,625,500000,12,0
34,Male,Married,1,Bachelor,Salaried,MNC,7,Tier 1,16452,11116,0,0.676,680,75000,36,0
53,Female,Married,2,PhD,Salaried,Startup,3,Tier 3,63611,30136,0,0.474,816,300000,48,1
30,Female,Married,2,Master,Self-Employed,Self-Employed,4,Tier 3,132615,66693,8198,0.565,831,200000,24,1
39,Male,Single,1,Bachelor,Salaried,Startup,8,Tier 1,43250,16365,0,0.378,725,150000,60,1
50,Male,Married,2,Master,Salaried,MNC,6,Tier 1,23310,13310,0,0.571,651,150000,60,1
42,Female,Single,2,High School,Salaried,Startup,3,Tier 2,15418,5460,0,0.354,810,1000000,36,1
23,Male,Married,1,High School,Salaried,MNC,1,Tier 3,60671,35407,4481,0.657,711,300000,12,0
57,Female,Single,2,High School,Salaried,Government,5,Tier 1,32248,20510,0,0.636,587,50000,36,0
61,Female,Married,2,Bachelor,Self-Employed,Self-Employed,6,Tier 3,63061,43709,0,0.693,615,50000,24,0
38,Male,Single,0,High School,Salaried,Government,6,Tier 3,42867,24095,0,0.562,685,150000,36,1
31,Male,Married,1,Bachelor,Salaried,Startup,5,Tier 1,42403,19055,0,0.449,843,100000,12,1
22,Female,Single,0,Bachelor,Salaried,Government,5,Tier 2,45547,31120,8198,0.863,698,200000,60,0
32,Male,Married,2,Bachelor,Salaried,Government,11,Tier 1,36228,20594,0,0.568,673,1000000,48,1
26,Female,Married,2,PhD,Self-Employed,Self-Employed,6,Tier 2,29528,13617,4481,0.613,649,1000000,60,0
60,Female,Single,2,PhD,Salaried,Private SME,6,Tier 2,120779,53763,4481,0.482,715,200000,12,1
49,Male,Married,0,Master,Self-Employed,Self-Employed,5,Tier 2,95896,42604,0,0.444,717,50000,60,1
50,Male,Married,1,Bachelor,Salaried,Government,4,Tier 2,54617,17769,4481,0.407,778,200000,36,1
22,Female,Single,2,Master,Salaried,Private SME,13,Tier 3,76301,26369,0,0.346,636,300000,36,1
29,Male,Single,1,Master,Salaried,Startup,8,Tier 1,100890,34339,4481,0.385,884,150000,36,1
22,Male,Married,2,Master,Salaried,MNC,9,Tier 2,12535,5521,5014,0.84,719,1000000,36,0
49,Female,Single,2,High School,Self-Employed,Self-Employed,2,Tier 3,45750,23482,8198,0.692,684,75000,12,0
53,Male,Single,0,Bachelor,Salaried,Government,9,Tier 1,75616,27706,0,0.366,821,1000000,24,1
30,Female,Single,0,Bachelor,Self-Employed,Self-Employed,1,Tier 2,92814,62424,4481,0.721,794,750000,36,1
54,Female,Married,1,Bachelor,Salaried,MNC,7,Tier 2,73549,24236,0,0.33,732,750000,60,1
28,Male,Married,2,Bachelor,Salaried,Startup,6,Tier 3,86906,63040,0,0.725,600,750000,12,0
57,Male,Single,3,Master,Salaried,MNC,11,Tier 2,68339,22790,0,0.333,523,750000,12,0
53,Male,Divorced,2,Master,Salaried,MNC,4,Tier 2,74713,52493,0,0.703,677,1000000,48,0
26,Male,Married,1,High School,Salaried,Startup,8,Tier 3,27198,11350,0,0.417,757,400000,36,1
60,Male,Single,0,Bachelor,Salaried,Government,7,Tier 1,42831,31867,0,0.744,749,75000,60,1
39,Female,Single,2,Bachelor,Self-Employed,Self-Employed,2,Tier 2,73891,39501,0,0.535,606,400000,24,1
52,Male,Divorced,0,High School,Self-Employed,Self-Employed,8,Tier 2,44582,13741,8198,0.492,828,50000,24,1
47,Male,Married,2,High School,Self-Employed,Self-Employed,5,Tier 1,45885,19602,0,0.427,814,300000,60,1
21,Female,Single,0,Master,Salaried,Private SME,5,Tier 2,32805,23720,0,0.723,622,300000,12,0
53,Male,Married,0,Bachelor,Salaried,Startup,4,Tier 1,64991,28261,0,0.435,840,200000,60,1
60,Female,Married,0,Master,Salaried,Government,6,Tier 3,111249,51377,0,0.462,855,400000,48,1
52,Male,Single,0,Master,Salaried,MNC,6,Tier 3,86363,27624,8198,0.415,850,100000,12,1
25,Male,Married,2,Master,Salaried,MNC,8,Tier 1,48390,20031,0,0.414,838,400000,48,1
37,Female,Married,0,High School,Salaried,Private SME,7,Tier 1,38007,15837,0,0.417,848,300000,24,1
28,Female,Married,3,High School,Self-Employed,Self-Employed,9,Tier 2,58422,36349,0,0.622,704,100000,36,1
54,Female,Married,1,Bachelor,Self-Employed,Self-Employed,9,Tier 1,61274,32327,4481,0.601,793,300000,48,1
29,Female,Single,1,High School,Self-Employed,Self-Employed,12,Tier 2,56296,20967,0,0.372,710,50000,60,1
43,Female,Married,1,Bachelor,Self-Employed,Self-Employed,8,Tier 1,93408,61464,0,0.658,748,75000,36,1
55,Male,Married,1,Master,Self-Employed,Self-Employed,6,Tier 1,69353,39890,0,0.575,832,1000000,24,1
27,Male,Married,0,PhD,Salaried,MNC,10,Tier 1,54102,22766,4481,0.504,612,150000,60,1
35,Female,Single,3,Master,Self-Employed,Self-Employed,6,Tier 1,60947,24421,8198,0.535,637,200000,48,1
40,Female,Single,1,Bachelor,Salaried,Private SME,7,Tier 2,93704,67111,8198,0.804,637,100000,60,0
45,Female,Single,0,Bachelor,Salaried,Government,0,Tier 2,71865,42161,8198,0.701,754,150000,36,1
23,Male,Single,1,Bachelor,Salaried,Government,2,Tier 2,60030,39820,0,0.663,646,75000,60,0
44,Male,Single,1,Bachelor,Salaried,MNC,8,Tier 2,76708,30796,4481,0.46,790,500000,48,1
54,Female,Married,0,Master,Self-Employed,Self-Employed,11,Tier 2,62314,35203,4481,0.637,709,200000,12,1
42,Male,Single,3,High School,Self-Employed,Self-Employed,8,Tier 1,34073,11042,8198,0.565,640,50000,24,0
31,Female,Married,0,Bachelor,Salaried,Government,8,Tier 1,41069,23311,8198,0.767,573,150000,24,0
28,Female,Single,1,Master,Salaried,MNC,8,Tier 1,133161,52147,8198,0.453,900,1000000,36,1
59,Male,Single,3,High School,Salaried,Government,6,Tier 2,41237,24787,4481,0.71,741,75000,60,1
55,Female,Single,0,PhD,Salaried,Private SME,2,Tier 2,84915,61086,8198,0.816,724,750000,60,0
58,Female,Single,0,High School,Salaried,MNC,8,Tier 2,41668,21101,0,0.506,816,200000,48,1
28,Male,Married,0,Master,Self-Employed,Self-Employed,1,Tier 2,71972,31482,8198,0.551,778,300000,24,1
57,Female,Single,0,Bachelor,Salaried,Startup,7,Tier 1,38006,13510,0,0.355,678,750000,24,0
47,Male,Divorced,0,High School,Self-Employed,Self-Employed,11,Tier 3,53696,32312,0,0.602,743,750000,36,1
48,Female,Divorced,2,High School,Salaried,Government,7,Tier 3,15014,8451,0,0.563,635,100000,24,0
60,Male,Married,2,Master,Salaried,MNC,8,Tier 1,80087,43651,4481,0.601,801,750000,48,1
54,Female,Married,2,Master,Salaried,Startup,10,Tier 2,91466,65963,0,0.721,654,150000,48,1
52,Male,Single,1,Bachelor,Salaried,Government,5,Tier 2,24590,18200,0,0.74,652,50000,24,0
35,Male,Married,2,Master,Salaried,Private SME,11,Tier 2,86863,54084,4481,0.674,759,500000,36,1
37,Female,Married,1,Master,Self-Employed,Self-Employed,10,Tier 3,62247,24163,4481,0.46,684,75000,48,1
53,Male,Single,1,High School,Salaried,MNC,6,Tier 2,15598,11324,0,0.726,596,1000000,36,0
36,Male,Single,1,Master,Salaried,Government,0,Tier 2,79348,36120,0,0.455,682,150000,60,1
49,Female,Single,0,Bachelor,Salaried,Private SME,5,Tier 2,73591,24698,8198,0.447,854,100000,24,1
29,Female,Married,3,Bachelor,Salaried,MNC,5,Tier 1,117198,47873,0,0.408,847,750000,60,1
53,Male,Married,2,High School,Salaried,Private SME,7,Tier 1,33023,22246,0,0.674,741,200000,60,0
49,Female,Married,2,Bachelor,Self-Employed,Self-Employed,11,Tier 1,64939,25436,0,0.392,678,75000,24,1
33,Male,Married,2,Bachelor,Salaried,Private SME,10,Tier 1,73649,35188,4481,0.539,755,150000,60,1
41,Male,Married,2,Bachelor,Salaried,MNC,6,Tier 3,57799,24453,8198,0.565,729,200000,24,1
41,Male,Married,0,Bachelor,Salaried,Startup,4,Tier 2,69640,22390,0,0.322,703,300000,36,1
25,Female,Single,1,Master,Self-Employed,Self-Employed,0,Tier 3,62730,34675,0,0.553,776,500000,60,1
30,Female,Married,2,High School,Salaried,MNC,9,Tier 3,36001,20986,0,0.583,677,750000,60,0
26,Female,Married,0,Master,Self-Employed,Self-Employed,7,Tier 3,40360,26476,0,0.656,782,750000,48,0
33,Female,Married,3,Bachelor,Salaried,MNC,10,Tier 1,47525,23125,0,0.487,675,50000,60,1
21,Male,Married,1,High School,Salaried,Startup,7,Tier 2,15427,5609,4481,0.654,891,50000,12,0
40,Male,Married,0,Master,Salaried,MNC,3,Tier 1,32274,19153,0,0.593,730,100000,60,1
28,Male,Single,1,Bachelor,Salaried,Startup,8,Tier 3,72659,50899,0,0.701,566,500000,60,0
30,Male,Married,2,Bachelor,Salaried,Private SME,7,Tier 3,29145,10314,0,0.354,706,200000,48,1
29,Male,Divorced,1,High School,Salaried,Private SME,10,Tier 1,51610,19724,8198,0.541,643,1000000,12,0
61,Female,Married,2,Bachelor,Salaried,Private SME,4,Tier 1,51831,23227,8198,0.606,817,300000,36,1
23,Male,Single,1,Bachelor,Self-Employed,Self-Employed,3,Tier 2,51876,30743,0,0.593,540,500000,24,0
31,Male,Single,2,Bachelor,Salaried,MNC,6,Tier 1,40182,21526,8198,0.74,824,150000,60,1
32,Male,Divorced,0,High School,Salaried,Private SME,5,Tier 3,38072,23626,0,0.621,546,750000,36,0
30,Female,Single,0,Master,Salaried,Startup,3,Tier 3,115867,36394,4481,0.353,705,1000000,36,1
45,Female,Single,0,Master,Salaried,MNC,3,Tier 2,54712,36367,4481,0.747,595,150000,24,0
45,Male,Single,0,Bachelor,Salaried,Government,11,Tier 2,48063,35776,0,0.744,691,1000000,24,0
31,Male,Divorced,0,Bachelor,Salaried,Government,5,Tier 2,70756,22712,8198,0.437,900,1000000,36,1
56,Female,Single,2,High School,Salaried,MNC,10,Tier 1,22308,11665,0,0.523,637,200000,12,0
59,Male,Married,1,Master,Salaried,Private SME,14,Tier 3,40508,25640,0,0.633,562,300000,48,0
46,Female,Married,0,High School,Salaried,Private SME,5,Tier 3,37824,19455,4481,0.633,720,300000,36,1
34,Female,Single,0,High School,Salaried,MNC,3,Tier 1,55290,31339,0,0.567,672,500000,24,1
59,Male,Married,0,Bachelor,Self-Employed,Self-Employed,2,Tier 2,53252,38044,0,0.714,590,750000,48,0
60,Male,Married,1,Master,Salaried,Private SME,10,Tier 1,66823,36280,4481,0.61,677,50000,24,1
21,Female,Married,0,Bachelor,Self-Employed,Self-Employed,5,Tier 3,54319,22078,0,0.406,776,100000,36,1
24,Male,Married,1,High School,Salaried,Government,6,Tier 1,37240,23549,0,0.632,768,400000,48,1
50,Male,Divorced,1,Master,Self-Employed,Self-Employed,4,Tier 2,56772,26622,0,0.469,618,100000,24,1
32,Female,Married,1,Bachelor,Self-Employed,Self-Employed,5,Tier 1,73612,31528,0,0.428,773,200000,24,1
55,Female,Single,2,Master,Salaried,MNC,16,Tier 3,80311,33070,0,0.412,709,150000,12,1
33,Female,Married,0,Bachelor,Salaried,Startup,3,Tier 2,44769,15029,0,0.336,699,200000,24,1
51,Female,Married,0,Master,Self-Employed,Self-Employed,0,Tier 1,75972,54685,0,0.72,656,100000,60,0
58,Male,Divorced,0,Bachelor,Salaried,MNC,6,Tier 1,48487,26838,0,0.554,623,100000,36,1
43,Male,Divorced,0,Bachelor,Salaried,Government,4,Tier 1,26583,19400,8198,1.038,786,1000000,60,0
24,Female,Single,0,Bachelor,Salaried,Government,9,Tier 3,98357,67650,4481,0.733,550,500000,36,0
36,Male,Divorced,2,Bachelor,Salaried,Private SME,6,Tier 2,57638,18075,0,0.314,761,100000,12,1
27,Male,Single,0,Bachelor,Self-Employed,Self-Employed,10,Tier 1,35049,14414,0,0.411,764,500000,36,1
42,Female,Married,3,High School,Salaried,MNC,0,Tier 2,22454,9922,0,0.442,523,200000,12,0
49,Male,Single,0,Bachelor,Salaried,Startup,8,Tier 1,25283,13157,0,0.52,739,50000,48,1
31,Male,Married,2,Bachelor,Salaried,Startup,11,Tier 3,40290,25070,0,0.622,658,75000,60,1
53,Male,Married,2,Master,Salaried,Private SME,4,Tier 1,42229,25605,0,0.606,739,400000,60,1
49,Male,Married,1,High School,Salaried,MNC,4,Tier 3,35449,26383,0,0.744,561,50000,12,0
59,Male,Divorced,1,Master,Salaried,Startup,4,Tier 2,118553,84824,8198,0.785,877,75000,60,1
32,Male,Married,1,Bachelor,Salaried,Startup,4,Tier 2,40963,15722,0,0.384,706,50000,60,1
27,Male,Married,2,Bachelor,Salaried,Private SME,10,Tier 1,120295,82635,8198,0.755,836,1000000,12,1
59,Female,Married,1,High School,Salaried,Government,2,Tier 1,47672,32384,4481,0.773,788,400000,12,1
46,Female,Married,0,Master,Self-Employed,Self-Employed,8,Tier 2,133528,74596,0,0.559,579,75000,24,0
60,Female,Divorced,1,Master,Salaried,MNC,0,Tier 2,39279,17760,4481,0.566,613,1000000,60,0
29,Female,Divorced,0,Master,Salaried,MNC,1,Tier 1,55336,21795,0,0.394,769,100000,60,1
61,Male,Married,3,Bachelor,Self-Employed,Self-Employed,6,Tier 3,42051,16635,8198,0.591,625,400000,48,0
54,Male,Married,2,Bachelor,Salaried,MNC,1,Tier 2,53473,24170,8198,0.605,728,50000,60,1
33,Female,Single,0,Master,Salaried,MNC,1,Tier 1,92615,48787,4481,0.575,663,150000,12,1
56,Male,Married,0,Master,Self-Employed,Self-Employed,11,Tier 3,33122,18638,0,0.563,679,400000,36,0
45,Female,Single,0,PhD,Self-Employed,Self-Employed,8,Tier 3,115831,51691,0,0.446,584,75000,24,1
44,Male,Married,2,Bachelor,Self-Employed,Self-Employed,6,Tier 1,40987,18872,0,0.46,647,150000,12,1
37,Female,Single,3,Master,Salaried,Startup,8,Tier 3,123481,37795,0,0.306,693,750000,36,1
22,Male,Single,0,High School,Self-Employed,Self-Employed,0,Tier 2,43442,13074,0,0.301,667,400000,60,1
33,Female,Single,1,Bachelor,Salaried,Private SME,2,Tier 3,80072,56709,4481,0.764,682,100000,12,1
51,Male,Single,3,High School,Self-Employed,Self-Employed,7,Tier 1,32115,9837,0,0.306,887,100000,60,1
49,Female,Married,0,Master,Self-Employed,Self-Employed,0,Tier 3,89078,28051,4481,0.365,726,150000,48,1
